Pedido,Data Pedido,Data Saída,Previsão Entrega,Data Entrega,Comprador,Materia Prima,Quantidade,Desconto (%),Fornecedor
1627,9/28/2019,10/9/2019,10/14/2019,10/15/2019,2,6,98,0,1
1628,9/28/2019,9/29/2019,10/31/2019,11/2/2019,1,7,35,0,3
1629,9/29/2019,10/7/2019,10/29/2019,10/28/2019,1,10,125,0,2
1630,9/29/2019,10/5/2019,10/5/2019,10/9/2019,4,9,215,0,1
1631,9/29/2019,10/1/2019,10/8/2019,10/6/2019,4,6,396,0,4
1632,9/29/2019,10/9/2019,10/9/2019,10/12/2019,2,1,420,0,3
1633,9/29/2019,9/30/2019,10/10/2019,10/17/2019,2,8,55,0,3
1634,9/29/2019,9/30/2019,10/13/2019,10/16/2019,2,10,470,25,4
1635,9/29/2019,9/29/2019,10/28/2019,10/30/2019,1,9,444,0,2
1636,9/29/2019,9/30/2019,10/22/2019,10/19/2019,1,8,167,0,3
1637,9/29/2019,9/30/2019,10/21/2019,10/22/2019,1,10,150,0,3
1638,9/30/2019,9/30/2019,10/7/2019,10/9/2019,4,5,263,0,2
1639,9/30/2019,10/8/2019,10/11/2019,10/14/2019,4,7,137,0,2
1640,9/30/2019,10/5/2019,10/16/2019,10/19/2019,1,11,328,0,3
1641,9/30/2019,9/30/2019,10/12/2019,10/14/2019,2,9,204,0,2
1642,9/30/2019,10/3/2019,10/14/2019,10/14/2019,2,11,441,0,4
1643,9/30/2019,10/1/2019,10/29/2019,10/30/2019,1,7,63,25,3
1644,9/30/2019,10/10/2019,10/22/2019,10/25/2019,1,9,261,0,3
1645,10/1/2019,10/2/2019,10/9/2019,10/10/2019,4,9,135,0,3
1646,10/1/2019,10/9/2019,10/16/2019,10/17/2019,2,7,139,0,2
1647,10/1/2019,10/12/2019,10/20/2019,10/24/2019,1,8,13,32,1
1648,10/1/2019,10/1/2019,11/2/2019,11/1/2019,1,8,119,0,4
1649,10/1/2019,10/3/2019,10/17/2019,10/19/2019,1,9,256,0,4
1650,10/1/2019,10/12/2019,10/20/2019,10/22/2019,1,7,16,0,1
1651,10/2/2019,10/3/2019,10/28/2019,10/28/2019,1,8,14,0,2
1652,10/2/2019,10/3/2019,11/1/2019,11/3/2019,1,5,187,0,3
1653,10/2/2019,10/5/2019,10/29/2019,11/3/2019,1,5,4,0,1
1654,10/2/2019,10/11/2019,10/14/2019,10/17/2019,4,7,613,0,3
1655,10/2/2019,10/10/2019,10/10/2019,10/14/2019,4,7,409,0,3
1656,10/2/2019,10/9/2019,10/11/2019,10/10/2019,4,11,21,0,1
1657,10/2/2019,10/9/2019,10/19/2019,10/21/2019,1,6,22,0,2
1658,10/2/2019,10/11/2019,10/13/2019,10/15/2019,2,7,16,0,3
1659,10/2/2019,10/14/2019,10/18/2019,10/19/2019,1,9,413,0,1
1660,10/2/2019,10/9/2019,11/2/2019,11/2/2019,1,7,7,0,2
1661,10/2/2019,10/2/2019,11/2/2019,11/5/2019,1,2,1,0,4
1662,10/3/2019,10/14/2019,10/14/2019,10/17/2019,4,5,52,0,1
1663,10/3/2019,10/6/2019,11/2/2019,11/3/2019,1,4,104,0,3
1664,10/3/2019,10/14/2019,10/15/2019,10/19/2019,4,10,41,0,1
1665,10/3/2019,10/8/2019,10/22/2019,10/24/2019,1,1,177,0,1
1666,10/3/2019,10/3/2019,10/19/2019,10/19/2019,1,5,126,0,5
1667,10/3/2019,10/12/2019,10/22/2019,10/23/2019,1,1,285,0,1
1668,10/3/2019,10/4/2019,10/15/2019,10/16/2019,2,10,113,0,3
1669,10/3/2019,10/14/2019,10/17/2019,10/17/2019,2,11,7,0,1
1670,10/3/2019,10/9/2019,10/24/2019,10/28/2019,1,9,173,0,2
1671,10/4/2019,10/6/2019,10/11/2019,10/11/2019,4,9,67,26,2
1672,10/4/2019,10/10/2019,10/11/2019,10/13/2019,4,6,429,0,1
1673,10/4/2019,10/4/2019,10/31/2019,11/2/2019,1,10,382,20,4
1674,10/4/2019,10/4/2019,11/3/2019,11/4/2019,1,9,224,0,2
1675,10/4/2019,10/13/2019,10/14/2019,10/15/2019,4,7,213,0,1
1676,10/4/2019,10/4/2019,10/10/2019,10/13/2019,4,1,65,0,2
1677,10/4/2019,10/14/2019,10/16/2019,10/16/2019,4,11,64,0,3
1678,10/4/2019,10/8/2019,10/14/2019,10/15/2019,4,9,264,0,5
1679,10/4/2019,10/5/2019,10/11/2019,10/15/2019,4,10,20,0,2
1680,10/4/2019,10/13/2019,10/13/2019,10/19/2019,4,2,174,0,1
1681,10/4/2019,10/8/2019,10/23/2019,10/24/2019,1,11,55,0,2
1682,10/4/2019,10/12/2019,10/17/2019,10/18/2019,3,9,263,0,5
1683,10/4/2019,10/12/2019,10/16/2019,10/18/2019,2,8,44,0,1
1684,10/4/2019,10/5/2019,11/4/2019,11/6/2019,1,4,29,0,3
1685,10/5/2019,10/6/2019,10/12/2019,10/13/2019,4,1,27,0,1
1686,10/5/2019,10/13/2019,11/6/2019,11/6/2019,1,10,187,0,3
1687,10/5/2019,10/15/2019,10/17/2019,10/21/2019,4,8,89,0,3
1688,10/5/2019,10/14/2019,10/18/2019,10/23/2019,4,2,327,0,2
1689,10/5/2019,10/9/2019,10/12/2019,10/14/2019,4,6,96,0,2
1690,10/5/2019,10/11/2019,10/14/2019,10/15/2019,4,7,170,0,2
1691,10/5/2019,10/8/2019,10/13/2019,10/13/2019,4,10,29,0,1
1692,10/5/2019,10/14/2019,10/17/2019,10/18/2019,4,4,145,0,2
1693,10/5/2019,10/5/2019,10/22/2019,10/25/2019,1,6,6,0,2
1694,10/5/2019,10/5/2019,10/24/2019,10/25/2019,1,5,83,0,2
1695,10/5/2019,10/15/2019,10/25/2019,10/27/2019,1,8,199,0,1
1696,10/5/2019,10/15/2019,11/3/2019,11/4/2019,1,8,253,0,1
1697,10/5/2019,10/6/2019,11/5/2019,11/7/2019,1,11,4,0,3
1698,10/5/2019,10/8/2019,10/27/2019,10/27/2019,1,5,12,0,1
1699,10/6/2019,10/6/2019,10/13/2019,10/10/2019,4,11,35,0,2
1700,10/6/2019,10/13/2019,11/7/2019,11/9/2019,1,6,2,0,2
1701,10/6/2019,10/15/2019,10/17/2019,10/22/2019,4,1,55,30,3
1702,10/6/2019,10/13/2019,10/17/2019,10/16/2019,4,5,208,0,2
1703,10/6/2019,10/6/2019,10/20/2019,10/21/2019,1,5,538,0,2
1704,10/6/2019,10/13/2019,10/26/2019,10/28/2019,1,4,307,16,2
1705,10/6/2019,10/6/2019,10/20/2019,10/23/2019,1,4,146,0,2
1706,10/6/2019,10/6/2019,10/19/2019,10/18/2019,2,1,97,0,2
1707,10/6/2019,10/10/2019,10/22/2019,10/22/2019,1,3,44,0,5
1708,10/7/2019,10/7/2019,10/14/2019,10/13/2019,4,11,51,0,2
1709,10/7/2019,10/7/2019,10/14/2019,10/18/2019,4,9,467,0,4
1710,10/7/2019,10/7/2019,10/13/2019,10/15/2019,4,8,81,0,2
1711,10/7/2019,10/12/2019,10/12/2019,10/16/2019,4,8,332,0,1
1712,10/7/2019,10/13/2019,10/16/2019,10/17/2019,4,2,33,0,2
1713,10/7/2019,10/7/2019,10/23/2019,10/27/2019,1,7,441,0,2
1714,10/7/2019,10/11/2019,10/26/2019,10/30/2019,1,5,53,0,5
1715,10/8/2019,10/16/2019,10/18/2019,10/20/2019,4,4,146,0,2
1716,10/8/2019,10/14/2019,10/15/2019,10/18/2019,4,4,20,0,1
1717,10/8/2019,10/15/2019,10/27/2019,10/30/2019,1,5,99,0,5
1718,10/8/2019,10/16/2019,10/21/2019,10/23/2019,2,11,400,0,3
1719,10/8/2019,10/9/2019,10/24/2019,10/29/2019,1,1,301,0,3
1720,10/8/2019,10/8/2019,10/23/2019,10/27/2019,2,5,16,27,2
1721,10/8/2019,10/17/2019,10/29/2019,10/31/2019,1,9,336,0,3
1722,10/8/2019,10/8/2019,10/30/2019,10/31/2019,1,4,179,0,2
1723,10/9/2019,10/15/2019,10/16/2019,10/16/2019,4,9,528,0,3
1724,10/9/2019,10/9/2019,10/16/2019,10/17/2019,4,10,99,0,5
1725,10/9/2019,10/15/2019,11/9/2019,11/9/2019,1,9,73,0,1
1726,10/9/2019,10/15/2019,10/16/2019,10/19/2019,4,9,41,0,3
1727,10/9/2019,10/19/2019,10/21/2019,10/21/2019,4,5,93,0,1
1728,10/9/2019,10/11/2019,10/26/2019,10/29/2019,1,10,131,0,4
1729,10/9/2019,10/18/2019,10/20/2019,10/23/2019,3,5,354,0,3
1730,10/9/2019,10/9/2019,10/27/2019,10/30/2019,1,11,107,0,5
1731,10/9/2019,10/16/2019,11/7/2019,11/9/2019,1,1,25,0,5
1732,10/9/2019,10/10/2019,10/30/2019,11/1/2019,1,11,132,11,3
1733,10/10/2019,10/11/2019,10/17/2019,10/19/2019,4,10,337,0,3
1734,10/10/2019,10/18/2019,10/22/2019,10/27/2019,4,2,267,0,2
1735,10/10/2019,10/10/2019,10/17/2019,10/21/2019,4,7,10,0,5
1736,10/10/2019,10/23/2019,11/7/2019,11/9/2019,1,4,205,39,1
1737,10/10/2019,10/10/2019,10/17/2019,10/18/2019,4,9,99,0,2
1738,10/10/2019,10/10/2019,10/19/2019,10/20/2019,4,8,647,0,4
1739,10/10/2019,10/18/2019,10/20/2019,10/20/2019,4,5,353,0,2
1740,10/10/2019,10/11/2019,10/16/2019,10/19/2019,4,7,269,0,3
1741,10/10/2019,10/12/2019,10/16/2019,10/18/2019,4,9,522,0,1
1742,10/10/2019,10/10/2019,10/23/2019,10/27/2019,1,5,525,0,4
1743,10/10/2019,10/11/2019,11/7/2019,11/10/2019,1,9,123,0,3
1744,10/11/2019,10/20/2019,10/23/2019,10/24/2019,4,9,99,0,3
1745,10/11/2019,10/11/2019,10/18/2019,10/21/2019,4,8,363,0,5
1746,10/11/2019,10/16/2019,10/26/2019,10/26/2019,3,1,3,0,1
1747,10/11/2019,10/21/2019,10/23/2019,10/23/2019,2,11,109,0,3
1748,10/11/2019,10/12/2019,10/25/2019,10/30/2019,1,7,51,0,3
1749,10/11/2019,10/11/2019,11/6/2019,11/8/2019,1,8,77,0,2
1750,10/11/2019,10/16/2019,11/3/2019,11/6/2019,1,11,144,0,1
1751,10/12/2019,10/17/2019,10/20/2019,10/22/2019,4,10,60,35,1
1752,10/12/2019,10/20/2019,10/24/2019,10/28/2019,4,11,397,0,2
1753,10/12/2019,10/12/2019,10/17/2019,10/19/2019,4,8,23,0,2
1754,10/12/2019,10/12/2019,10/27/2019,10/30/2019,1,9,50,0,2
1755,10/12/2019,10/25/2019,11/2/2019,11/4/2019,1,1,55,0,1
1756,10/12/2019,10/22/2019,10/24/2019,10/26/2019,3,1,573,0,3
1757,10/12/2019,10/12/2019,10/30/2019,10/31/2019,1,2,345,0,5
1758,10/12/2019,10/12/2019,11/12/2019,11/12/2019,1,1,260,0,4
1759,10/13/2019,10/23/2019,10/25/2019,10/25/2019,4,11,34,40,1
1760,10/13/2019,10/13/2019,10/20/2019,10/21/2019,4,9,169,0,2
1761,10/13/2019,10/17/2019,11/8/2019,11/10/2019,1,10,49,0,3
1762,10/13/2019,10/21/2019,10/21/2019,10/21/2019,4,7,42,0,1
1763,10/13/2019,10/13/2019,10/20/2019,10/20/2019,4,11,490,0,5
1764,10/13/2019,10/22/2019,10/24/2019,10/27/2019,4,1,525,0,2
1765,10/13/2019,10/13/2019,11/1/2019,10/30/2019,1,6,154,0,2
1766,10/13/2019,10/23/2019,11/1/2019,11/2/2019,1,6,200,0,1
1767,10/13/2019,10/19/2019,10/26/2019,10/27/2019,2,5,157,0,2
1768,10/13/2019,10/24/2019,10/26/2019,10/26/2019,3,6,227,0,1
1769,10/13/2019,10/22/2019,11/1/2019,11/3/2019,1,10,24,0,3
1770,10/13/2019,10/17/2019,11/9/2019,11/11/2019,1,9,6,0,1
1771,10/13/2019,10/13/2019,11/11/2019,11/14/2019,1,5,234,0,2
1772,10/13/2019,10/23/2019,11/1/2019,11/3/2019,1,9,468,0,3
1773,10/13/2019,10/17/2019,11/5/2019,11/6/2019,1,5,246,0,2
1774,10/14/2019,10/14/2019,10/21/2019,10/18/2019,4,7,65,0,2
1775,10/14/2019,10/23/2019,10/26/2019,10/31/2019,4,11,113,0,3
1776,10/14/2019,10/14/2019,11/10/2019,11/14/2019,1,1,43,0,2
1777,10/14/2019,10/14/2019,11/13/2019,11/15/2019,1,5,130,0,2
1778,10/14/2019,10/14/2019,10/20/2019,10/22/2019,4,7,188,0,2
1779,10/14/2019,10/14/2019,10/20/2019,10/24/2019,4,8,125,0,2
1780,10/14/2019,10/22/2019,10/24/2019,10/27/2019,4,7,15,0,2
1781,10/14/2019,10/20/2019,10/23/2019,10/23/2019,4,9,337,0,2
1782,10/14/2019,10/17/2019,11/3/2019,11/5/2019,1,5,16,0,4
1783,10/14/2019,10/21/2019,11/2/2019,11/1/2019,1,5,372,0,2
1784,10/14/2019,10/18/2019,11/1/2019,10/30/2019,2,5,10,0,1
1785,10/14/2019,10/21/2019,11/8/2019,11/11/2019,1,5,633,0,3
1786,10/14/2019,10/14/2019,11/13/2019,11/16/2019,1,7,281,0,2
1787,10/14/2019,10/18/2019,11/6/2019,11/6/2019,1,1,292,0,2
1788,10/15/2019,10/16/2019,10/23/2019,10/23/2019,4,7,153,0,4
1789,10/15/2019,10/15/2019,10/22/2019,10/23/2019,4,1,124,0,4
1790,10/15/2019,10/21/2019,10/22/2019,10/24/2019,4,7,645,0,2
1791,10/15/2019,10/20/2019,10/27/2019,10/27/2019,3,4,328,0,1
1792,10/16/2019,10/16/2019,10/22/2019,10/24/2019,4,7,11,0,2
1793,10/16/2019,10/24/2019,10/25/2019,10/28/2019,4,7,74,0,3
1794,10/16/2019,10/16/2019,10/21/2019,10/24/2019,4,9,29,0,4
1795,10/16/2019,10/16/2019,11/5/2019,11/6/2019,1,9,56,0,5
1796,10/16/2019,10/25/2019,11/4/2019,11/9/2019,1,11,135,0,1
1797,10/16/2019,10/16/2019,11/15/2019,11/15/2019,1,6,336,0,2
1798,10/16/2019,10/26/2019,11/15/2019,11/16/2019,1,5,240,0,3
1799,10/16/2019,10/16/2019,11/19/2019,11/20/2019,1,8,90,0,4
1800,10/16/2019,10/24/2019,11/5/2019,11/6/2019,1,6,27,0,2
1801,10/17/2019,10/18/2019,10/28/2019,11/2/2019,2,6,16,0,4
1802,10/17/2019,10/19/2019,11/7/2019,11/7/2019,1,11,390,0,2
1803,10/17/2019,10/29/2019,11/2/2019,11/3/2019,2,7,90,0,1
1804,10/18/2019,10/19/2019,10/25/2019,10/24/2019,4,6,122,0,3
1805,10/18/2019,10/19/2019,11/20/2019,11/21/2019,1,5,214,0,4
1806,10/18/2019,10/27/2019,10/29/2019,11/4/2019,4,7,1,0,2
1807,10/18/2019,10/26/2019,11/1/2019,11/3/2019,1,5,27,0,2
1808,10/18/2019,10/18/2019,11/6/2019,11/7/2019,1,6,8,0,5
1809,10/18/2019,10/27/2019,11/2/2019,11/5/2019,1,1,370,0,2
1810,10/18/2019,10/18/2019,10/29/2019,11/1/2019,2,1,18,0,2
1811,10/18/2019,10/18/2019,11/4/2019,11/4/2019,2,4,96,0,2
1812,10/19/2019,10/20/2019,10/26/2019,10/26/2019,4,11,65,0,3
1813,10/19/2019,10/24/2019,10/25/2019,10/28/2019,4,11,91,0,3
1814,10/19/2019,10/19/2019,10/27/2019,10/28/2019,4,6,47,0,2
1815,10/19/2019,10/26/2019,10/27/2019,10/31/2019,4,10,8,0,2
1816,10/19/2019,10/27/2019,11/2/2019,11/1/2019,2,1,30,0,2
1817,10/19/2019,10/26/2019,11/7/2019,11/12/2019,1,1,77,0,2
1818,10/19/2019,10/22/2019,11/3/2019,11/4/2019,3,9,8,0,1
1819,10/19/2019,10/22/2019,11/4/2019,11/4/2019,2,7,54,0,4
1820,10/19/2019,10/20/2019,11/9/2019,11/12/2019,1,5,365,0,3
1821,10/20/2019,10/30/2019,10/31/2019,11/6/2019,4,1,97,0,1
1822,10/20/2019,10/20/2019,10/27/2019,10/30/2019,4,8,519,24,2
1823,10/20/2019,10/22/2019,10/28/2019,10/29/2019,4,5,205,0,2
1824,10/20/2019,10/27/2019,10/28/2019,10/29/2019,4,10,355,0,2
1825,10/20/2019,10/24/2019,10/30/2019,11/2/2019,4,7,2,0,5
1826,10/20/2019,10/26/2019,10/29/2019,11/3/2019,4,9,233,0,5
1827,10/20/2019,10/21/2019,11/6/2019,11/10/2019,1,10,261,0,3
1828,10/20/2019,10/29/2019,11/6/2019,11/8/2019,1,9,386,0,2
1829,10/20/2019,10/20/2019,11/3/2019,11/4/2019,2,9,231,0,4
1830,10/20/2019,10/25/2019,11/15/2019,11/18/2019,1,1,37,0,1
1831,10/20/2019,10/28/2019,11/19/2019,11/19/2019,1,1,119,0,2
1832,10/20/2019,10/20/2019,11/8/2019,11/6/2019,1,11,14,0,2
1833,10/21/2019,10/31/2019,11/1/2019,11/4/2019,4,7,6,31,3
1834,10/21/2019,11/1/2019,11/19/2019,11/20/2019,1,7,385,0,1
1835,10/21/2019,10/24/2019,10/26/2019,11/1/2019,4,3,197,0,4
1836,10/21/2019,10/22/2019,10/27/2019,10/30/2019,4,4,384,0,4
1837,10/21/2019,10/22/2019,10/28/2019,10/28/2019,4,5,135,0,3
1838,10/21/2019,10/21/2019,10/27/2019,10/31/2019,4,10,11,0,5
1839,10/21/2019,11/1/2019,11/1/2019,11/6/2019,4,11,38,0,1
1840,10/21/2019,10/22/2019,10/31/2019,11/5/2019,3,1,78,0,4
1841,10/21/2019,10/24/2019,11/2/2019,11/5/2019,2,11,387,0,4
1842,10/21/2019,10/22/2019,11/5/2019,11/8/2019,1,6,155,0,3
1843,10/21/2019,10/23/2019,11/19/2019,11/20/2019,1,9,273,32,2
1844,10/21/2019,10/29/2019,11/19/2019,11/24/2019,1,4,2,0,2
1845,10/22/2019,10/23/2019,11/19/2019,11/23/2019,1,9,264,0,3
1846,10/22/2019,10/22/2019,11/22/2019,11/23/2019,1,1,45,0,2
1847,10/22/2019,11/2/2019,11/23/2019,11/24/2019,1,1,459,0,1
1848,10/22/2019,10/31/2019,11/3/2019,11/3/2019,4,5,571,11,3
1849,10/22/2019,10/22/2019,10/29/2019,10/31/2019,4,10,458,0,2
1850,10/22/2019,10/24/2019,10/30/2019,11/1/2019,4,7,73,0,2
1851,10/22/2019,10/22/2019,10/31/2019,10/31/2019,4,8,331,0,2
1852,10/22/2019,10/23/2019,11/5/2019,11/4/2019,2,10,192,0,3
1853,10/22/2019,10/24/2019,11/1/2019,11/5/2019,3,5,97,0,2
1854,10/22/2019,10/22/2019,11/9/2019,11/10/2019,2,9,27,0,2
1855,10/22/2019,10/22/2019,11/9/2019,11/10/2019,1,7,170,0,4
1856,10/22/2019,10/22/2019,11/11/2019,11/13/2019,1,1,120,0,4
1857,10/22/2019,10/24/2019,11/11/2019,11/17/2019,1,6,385,0,1
1858,10/23/2019,10/23/2019,11/1/2019,11/2/2019,4,6,346,31,2
1859,10/23/2019,10/23/2019,11/1/2019,11/1/2019,4,10,99,0,2
1860,10/23/2019,10/31/2019,11/3/2019,11/5/2019,4,5,284,0,2
1861,10/23/2019,10/23/2019,11/13/2019,11/13/2019,1,8,210,0,4
1862,10/23/2019,10/29/2019,11/12/2019,11/13/2019,1,1,163,0,2
1863,10/23/2019,10/31/2019,11/7/2019,11/7/2019,3,7,309,0,2
1864,10/23/2019,10/23/2019,11/8/2019,11/10/2019,2,6,433,0,4
1865,10/23/2019,10/23/2019,11/6/2019,11/8/2019,2,10,399,0,4
1866,10/23/2019,10/31/2019,11/24/2019,11/24/2019,1,10,135,0,2
1867,10/24/2019,11/2/2019,11/21/2019,11/21/2019,1,7,82,0,3
1868,10/24/2019,10/25/2019,10/30/2019,11/2/2019,4,11,458,0,3
1869,10/24/2019,11/2/2019,11/4/2019,11/5/2019,4,9,79,0,3
1870,10/24/2019,10/27/2019,10/29/2019,11/2/2019,4,11,119,0,2
1871,10/24/2019,10/25/2019,11/13/2019,11/16/2019,1,4,303,0,3
1872,10/24/2019,10/24/2019,11/20/2019,11/22/2019,1,11,248,0,2
1873,10/25/2019,10/28/2019,11/1/2019,10/31/2019,4,6,10,0,3
1874,10/25/2019,10/28/2019,11/1/2019,11/3/2019,4,9,43,0,3
1875,10/25/2019,11/2/2019,11/5/2019,11/8/2019,4,5,408,35,2
1876,10/25/2019,10/26/2019,11/3/2019,11/2/2019,4,7,58,0,4
1877,10/25/2019,11/1/2019,11/13/2019,11/16/2019,1,1,20,0,2
1878,10/25/2019,11/1/2019,11/10/2019,11/9/2019,1,9,58,0,3
1879,10/25/2019,10/29/2019,11/6/2019,11/8/2019,2,6,70,0,5
1880,10/25/2019,11/2/2019,11/11/2019,11/12/2019,1,9,158,0,2
1881,10/25/2019,10/25/2019,11/23/2019,11/24/2019,1,11,371,0,4
1882,10/25/2019,11/2/2019,11/12/2019,11/13/2019,1,2,423,0,2
1883,10/26/2019,11/4/2019,11/6/2019,11/7/2019,4,9,290,0,3
1884,10/26/2019,10/26/2019,11/2/2019,11/5/2019,4,5,16,0,4
1885,10/26/2019,11/4/2019,11/6/2019,11/12/2019,4,9,67,0,2
1886,10/26/2019,10/28/2019,11/25/2019,11/26/2019,1,7,183,0,2
1887,10/26/2019,10/27/2019,11/4/2019,11/6/2019,4,7,586,0,3
1888,10/26/2019,10/28/2019,11/1/2019,11/5/2019,4,7,279,0,2
1889,10/26/2019,10/26/2019,11/11/2019,11/11/2019,1,1,64,0,4
1890,10/26/2019,10/28/2019,11/13/2019,11/15/2019,1,5,55,0,4
1891,10/26/2019,10/30/2019,11/9/2019,11/10/2019,2,10,435,37,2
1892,10/26/2019,10/29/2019,11/11/2019,11/14/2019,1,9,23,0,4
1893,10/26/2019,10/30/2019,11/27/2019,11/26/2019,1,10,257,0,2
1894,10/26/2019,10/26/2019,11/27/2019,11/28/2019,1,7,250,0,4
1895,10/26/2019,10/31/2019,11/17/2019,11/18/2019,1,1,379,0,4
1896,10/27/2019,10/28/2019,11/22/2019,11/28/2019,1,11,205,0,3
1897,10/27/2019,10/28/2019,11/4/2019,11/4/2019,4,7,53,0,3
1898,10/27/2019,11/5/2019,11/8/2019,11/9/2019,4,6,12,0,2
1899,10/27/2019,11/2/2019,11/5/2019,11/6/2019,4,10,261,0,3
1900,10/27/2019,10/30/2019,11/4/2019,11/3/2019,4,1,69,22,1
1901,10/27/2019,11/4/2019,11/6/2019,11/6/2019,4,6,92,0,2
1902,10/27/2019,10/27/2019,11/5/2019,11/3/2019,4,11,71,0,4
1903,10/27/2019,11/5/2019,11/11/2019,11/13/2019,1,5,38,0,3
1904,10/27/2019,10/29/2019,11/9/2019,11/11/2019,3,9,71,31,2
1905,10/27/2019,10/31/2019,11/15/2019,11/19/2019,1,5,205,0,5
1906,10/27/2019,11/5/2019,11/17/2019,11/16/2019,1,1,112,0,1
1907,10/27/2019,10/28/2019,11/21/2019,11/23/2019,2,5,35,0,3
1908,10/27/2019,10/31/2019,11/15/2019,11/18/2019,1,9,83,0,3
1909,10/28/2019,11/1/2019,11/2/2019,11/4/2019,4,9,459,0,3
1910,10/28/2019,10/28/2019,11/6/2019,11/5/2019,4,8,59,0,2
1911,10/28/2019,10/28/2019,11/3/2019,11/8/2019,4,11,353,0,2
1912,10/28/2019,10/28/2019,11/14/2019,11/18/2019,1,6,421,0,4
1913,10/28/2019,10/29/2019,11/28/2019,11/29/2019,1,9,555,0,3
1914,10/28/2019,10/28/2019,11/15/2019,11/17/2019,1,4,387,17,2
1915,10/28/2019,11/6/2019,11/19/2019,11/18/2019,1,1,27,0,3
1916,10/29/2019,10/30/2019,11/5/2019,11/4/2019,4,1,303,0,3
1917,10/29/2019,11/4/2019,11/6/2019,11/6/2019,4,4,203,27,1
1918,10/29/2019,10/29/2019,11/6/2019,11/6/2019,4,10,448,0,2
1919,10/29/2019,11/5/2019,11/16/2019,11/16/2019,1,7,161,0,2
1920,10/29/2019,11/1/2019,11/10/2019,11/14/2019,2,4,43,0,3
1921,10/29/2019,11/1/2019,11/19/2019,11/19/2019,1,6,253,0,3
1922,10/29/2019,11/2/2019,11/14/2019,11/16/2019,2,5,196,0,1
1923,10/29/2019,11/10/2019,11/29/2019,12/2/2019,1,9,16,0,1
1924,10/30/2019,10/30/2019,11/4/2019,11/10/2019,4,1,186,0,2
1925,10/30/2019,11/9/2019,11/12/2019,11/14/2019,4,5,8,26,3
1926,10/30/2019,10/30/2019,11/19/2019,11/19/2019,1,10,75,0,5
1927,10/30/2019,11/9/2019,11/9/2019,11/12/2019,2,2,222,0,1
1928,10/30/2019,10/31/2019,11/27/2019,11/26/2019,1,9,94,0,4
1929,10/30/2019,11/1/2019,12/1/2019,12/3/2019,1,5,203,10,2
1930,10/30/2019,11/4/2019,11/21/2019,11/19/2019,1,9,43,0,2
1931,10/31/2019,10/31/2019,11/7/2019,11/5/2019,4,8,185,0,2
1932,10/31/2019,11/10/2019,11/11/2019,11/15/2019,4,9,3,0,3
1933,10/31/2019,10/31/2019,11/7/2019,11/9/2019,4,9,336,0,2
1934,10/31/2019,10/31/2019,11/16/2019,11/20/2019,1,5,173,0,2
1935,10/31/2019,11/2/2019,11/27/2019,12/2/2019,1,9,10,0,2
1936,10/31/2019,11/7/2019,11/21/2019,11/26/2019,1,8,19,0,1
1937,11/1/2019,11/7/2019,11/8/2019,11/7/2019,4,1,9,0,1
1938,11/1/2019,11/2/2019,11/10/2019,11/11/2019,4,9,149,0,4
1939,11/1/2019,11/9/2019,11/28/2019,11/30/2019,1,9,357,0,2
1940,11/1/2019,11/1/2019,11/8/2019,11/10/2019,4,9,365,0,2
1941,11/1/2019,11/2/2019,11/8/2019,11/12/2019,4,8,6,0,3
1942,11/1/2019,11/6/2019,11/7/2019,11/11/2019,4,11,196,0,1
1943,11/1/2019,11/7/2019,11/10/2019,11/10/2019,4,6,122,0,1
1944,11/1/2019,11/3/2019,11/8/2019,11/11/2019,4,7,114,0,2
1945,11/1/2019,11/1/2019,11/23/2019,11/22/2019,1,8,146,0,5
1946,11/1/2019,11/1/2019,11/13/2019,11/12/2019,1,9,442,0,2
1947,11/1/2019,11/1/2019,11/17/2019,11/19/2019,3,9,318,0,2
1948,11/1/2019,11/5/2019,11/21/2019,11/22/2019,1,7,103,0,5
1949,11/2/2019,11/11/2019,11/13/2019,11/14/2019,4,3,203,0,3
1950,11/2/2019,11/2/2019,11/9/2019,11/10/2019,4,2,111,0,2
1951,11/2/2019,11/8/2019,11/8/2019,11/14/2019,4,5,249,0,1
1952,11/2/2019,11/9/2019,11/9/2019,11/14/2019,4,6,74,12,1
1953,11/2/2019,11/3/2019,11/10/2019,11/9/2019,4,8,154,0,3
1954,11/2/2019,11/5/2019,11/17/2019,11/21/2019,1,11,292,0,1
1955,11/2/2019,11/5/2019,11/22/2019,11/20/2019,1,5,11,0,3
1956,11/2/2019,11/15/2019,11/20/2019,11/20/2019,1,9,82,0,1
1957,11/2/2019,11/6/2019,11/13/2019,11/17/2019,2,5,11,0,3
1958,11/2/2019,11/2/2019,11/21/2019,11/19/2019,1,7,447,38,2
1959,11/2/2019,11/11/2019,11/23/2019,11/26/2019,1,9,59,0,3
1960,11/3/2019,11/14/2019,11/14/2019,11/19/2019,4,7,113,0,1
1961,11/3/2019,11/6/2019,11/28/2019,12/2/2019,1,11,234,20,1
1962,11/3/2019,11/12/2019,12/5/2019,12/6/2019,1,7,194,0,3
1963,11/3/2019,11/3/2019,11/9/2019,11/12/2019,4,9,82,0,4
1964,11/3/2019,11/11/2019,11/15/2019,11/20/2019,4,9,469,0,5
1965,11/3/2019,11/3/2019,11/21/2019,11/25/2019,1,10,90,0,4
